vacc_id,vacc_name,vacc_vocab,p1,p2,p3,p4,p5,p6,m1,m2,m3,m4,m5,m6
42903243,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Adacel]",RxNorm,diphtheria,tetanus,pertussis,,,,diphtheria toxoid,tetanus toxoid,,,,
46221246,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,
46221248,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.4 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.4 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Quadracel]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,
46221250,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Quadracel]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,
46276268,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",RxNorm,diphtheria,tetanus,pertussis,,,,diphtheria toxoid,tetanus toxoid,,,,
46276269,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Boostrix]",RxNorm,diphtheria,tetanus,pertussis,,,,diphtheria toxoid,tetanus toxoid,,,,
46276285,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Boostrix]",RxNorm,diphtheria,tetanus,pertussis,,,,diphtheria toxoid,tetanus toxoid,,,,
46276202,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Injection",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
46276422,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",RxNorm,diphtheria,tetanus,pertussis,,,,diphtheria toxoid,tetanus toxoid,,,,
46276203,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Injection [Quadracel]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
46276423,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Adacel]",RxNorm,diphtheria,tetanus,pertussis,,,,diphtheria toxoid,tetanus toxoid,,,,
46276292,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,
46275085,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",RxNorm,diphtheria,tetanus,pertussis,,,,diphtheria toxoid,tetanus toxoid,,,,
46275092,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Injection [Kinrix]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
46275086,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Daptacel]",RxNorm,diphtheria,tetanus,pertussis,,,,diphtheria toxoid,tetanus toxoid,,,,
46275089,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection",RxNorm,diphtheria,tetanus,pertussis,,,,diphtheria toxoid,tetanus toxoid,,,,
46275093,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,
46276295,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Quadracel]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,
46275094,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Kinrix]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,
46275090,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Infanrix]",RxNorm,diphtheria,tetanus,pertussis,,,,diphtheria toxoid,tetanus toxoid,,,,
46275091,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [Kinrix]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,
792969,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Quadracel]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,
19028825,diphtheria toxoid vaccine 12.5 UNT / tetanus toxoid vaccine 5 UNT per 0.5 ML Injectable Suspension,RxNorm,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
19028826,diphtheria toxoid vaccine 10 UNT / tetanus toxoid vaccine 5 UNT per 0.5 ML Injectable Suspension,RxNorm,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
19028828,"tetanus toxoid vaccine, inactivated 2 UNT / diphtheria toxoid vaccine, inactivated 2 UNT per 0.5 ML Injection",RxNorm,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
1356449,"Tdvax (tetanus toxoid vaccine, inactivated 2 UNT / diphtheria toxoid vaccine, inactivated 2 UNT) per 0.5 ML Injection",RxNorm,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
1366739,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.006 MG/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,haemophilus influenza,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,haemophilus influenza conjugate
1366350,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.006 MG/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Vaxelis]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,haemophilus influenza,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,haemophilus influenza conjugate
1366740,"Vaxelis (Diphtheria and Tetanus Toxoids and Acelluar Pertussis Absorbed, Inactivated Poliovirus, Haemophilus b Conjugate (Meningococcal Protein Conjugate) and Hepatitis B (Recombinant) Vaccine) 0.5 ML Injection",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,haemophilus influenza,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,hepatitis b recombinant,haemophilus influenza conjugate
1366740,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.006 MG/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Vaxelis]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,haemophilus influenza,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,haemophilus influenza conjugate
1366353,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.006 MG/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,haemophilus influenza,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,haemophilus influenza conjugate
1366354,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.006 MG/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Vaxelis]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,haemophilus influenza,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,haemophilus influenza conjugate
37003648,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.006 MG/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,haemophilus influenza,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,haemophilus influenza conjugate
37003649,"Vaxelis (Diphtheria and Tetanus Toxoids and Acelluar Pertussis Absorbed, Inactivated Poliovirus, Haemophilus b Conjugate (Meningococcal Protein Conjugate) and Hepatitis B (Recombinant) Vaccine) 0.5 ML Prefilled Syringe",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,haemophilus influenza,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,hepatitis b recombinant,haemophilus influenza conjugate
37003649,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.006 MG/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Vaxelis]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,haemophilus influenza,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,haemophilus influenza conjugate
37003439,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.006 MG/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,haemophilus influenza,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,haemophilus influenza conjugate
37003440,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.006 MG/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Vaxelis]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,haemophilus influenza,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,haemophilus influenza conjugate
586325,HibTITER Diphtheria Toxoid Vaccine Injectable Suspension,RxNorm,diphtheria,,,,,haemophilus influenza,diphtheria toxoid,,,,,
19130408,DTaP (Diphtheria Toxoid Vaccine 6.7 UNT / Tetanus Toxoid Vaccine 5 UNT / Acellular Pertussis Vaccine 46.8 MCG) per 0.5 ML Injectable Suspension,RxNorm,diphtheria,tetanus,pertussis,,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,,,
19131460,diphtheria toxoid vaccine 6.6 UNT / tetanus toxoid vaccine 5 UNT per 0.5 ML Injectable Suspension,RxNorm,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
40151219,"Diphtheria Toxoid Vaccine 50 UNT/ML / Pertussin Toxin, Inactivated Vaccine 50 UNT/ML / Tetanus Toxoid Vaccine 20 UNT/ML / Type 1 Poliovirus, Mahoney Strain Vaccine 80 UNT/ML / Type 2 Poliovirus, MEF-1 Strain Vaccine 16 UNT/ML / Type 3 Poliovirus, Saukett S",RxNorm,diphtheria,tetanus,,poliovirus,,,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,
40151218,"Diphtheria Toxoid Vaccine 50 UNT/ML / Pertussin Toxin, Inactivated Vaccine 50 UNT/ML / Tetanus Toxoid Vaccine 20 UNT/ML / Type 1 Poliovirus, Mahoney Strain Vaccine 80 UNT/ML / Type 2 Poliovirus, MEF-1 Strain Vaccine 16 UNT/ML / Type 3 Poliovirus, Saukett S",RxNorm,diphtheria,tetanus,,poliovirus,,,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,
40151220,"Diphtheria Toxoid Vaccine 50 UNT/ML / Pertussin Toxin, Inactivated Vaccine 50 UNT/ML / Tetanus Toxoid Vaccine 20 UNT/ML / Type 1 Poliovirus, Mahoney Strain Vaccine 80 UNT/ML / Type 2 Poliovirus, MEF-1 Strain Vaccine 16 UNT/ML / Type 3 Poliovirus, Saukett S",RxNorm,diphtheria,tetanus,,poliovirus,,,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,
19131880,"diphtheria toxoid vaccine, inactivated 6.7 UNT / tetanus toxoid vaccine, inactivated 5 UNT per 0.5 ML vaccine Injectable Suspension",RxNorm,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
40153491,"0.5 ML Diphtheria Toxoid Vaccine 50 UNT/ML / Pertussin Toxin, Inactivated Vaccine 50 UNT/ML / Tetanus Toxoid Vaccine 20 UNT/ML / Type 1 Poliovirus, Mahoney Strain Vaccine 80 UNT/ML / Type 2 Poliovirus, MEF-1 Strain Vaccine 16 UNT/ML / Type 3 Poliovirus, Sa",RxNorm,diphtheria,tetanus,,poliovirus,,,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,
19132298,diphtheria toxoid vaccine 2 UNT / tetanus toxoid vaccine 5 UNT per 0.5 ML Prefilled Syringe,RxNorm,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
19132300,"Decavac, Tetanus and Diphtheria Toxoids Adsorbed Prefilled Syringe",RxNorm,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
19132301,"diphtheria toxoid vaccine, inactivated 2 UNT / tetanus toxoid vaccine, inactivated 5 UNT per 0.5 ML Injection",RxNorm,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
19132302,"Decavac, Tetanus and Diphtheria Toxoids Adsorbed Injection",RxNorm,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
19132302,Decavac (Diphtheria toxoid vaccine 2 UNT / Tetanus toxoid vaccine 5 UNT) per 0.5 ML Injection,RxNorm,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
40156519,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / hepatitis B surface antigen vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Injectable Suspension",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
523288,"Pediarix DTaP-HepB-IPV (Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed, Hepatitis B (Recombinant) and Inactivated Poliovirus Vaccine Combined) Injectable Suspension",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,hepatitis b recombinant,
